timestamp,symbol,price
2026-01-17T14:40:53.332593,AAPL,138.45
2026-01-17T14:40:53.343179,AAPL,139.29
2026-01-17T14:40:53.353695,AAPL,137.69
2026-01-17T14:40:53.364190,AAPL,139.8
2026-01-17T14:40:53.374665,AAPL,135.77
2026-01-17T14:40:53.385064,AAPL,139.16
2026-01-17T14:40:53.395545,AAPL,139.12
2026-01-17T14:40:53.405815,AAPL,138.45
2026-01-17T14:40:53.415914,AAPL,133.74
2026-01-17T14:40:53.426552,AAPL,135.18
2026-01-17T14:40:53.437104,AAPL,135.64
2026-01-17T14:40:53.447216,AAPL,133.83
2026-01-17T14:40:53.457414,AAPL,138.18
2026-01-17T14:40:53.467854,AAPL,135.69
2026-01-17T14:40:53.478094,AAPL,132.44
2026-01-17T14:40:53.488690,AAPL,129.17
2026-01-17T14:40:53.499365,AAPL,128.83
2026-01-17T14:40:53.510453,AAPL,129.33
2026-01-17T14:40:53.520760,AAPL,131.24
2026-01-17T14:40:53.536871,AAPL,131.16
2026-01-17T14:40:53.547329,AAPL,127.83
2026-01-17T14:40:53.557546,AAPL,126.98
2026-01-17T14:40:53.568126,AAPL,128.38
2026-01-17T14:40:53.578735,AAPL,123.98
2026-01-17T14:40:53.589482,AAPL,124.86
2026-01-17T14:40:53.600099,AAPL,126.8
2026-01-17T14:40:53.611506,AAPL,127.92
2026-01-17T14:40:53.622055,AAPL,126.57
2026-01-17T14:40:53.632558,AAPL,125.19
2026-01-17T14:40:53.643024,AAPL,125.95
2026-01-17T14:40:53.655486,AAPL,127.08
2026-01-17T14:40:53.665877,AAPL,128.16
2026-01-17T14:40:53.676503,AAPL,128.77
2026-01-17T14:40:53.686771,AAPL,131.27
2026-01-17T14:40:53.697235,AAPL,134.72
2026-01-17T14:40:53.707767,AAPL,130.11
2026-01-17T14:40:53.718190,AAPL,131.16
2026-01-17T14:40:53.728667,AAPL,134.21
2026-01-17T14:40:53.739321,AAPL,132.02
2026-01-17T14:40:53.749835,AAPL,132.11
2026-01-17T14:40:53.760639,AAPL,131.79
2026-01-17T14:40:53.770841,AAPL,129.39
2026-01-17T14:40:53.781341,AAPL,130.02
2026-01-17T14:40:53.791559,AAPL,126.91
2026-01-17T14:40:53.801688,AAPL,128.45
2026-01-17T14:40:53.811978,AAPL,128.44
2026-01-17T14:40:53.822520,AAPL,124.47
2026-01-17T14:40:53.832948,AAPL,120.52
2026-01-17T14:40:53.843570,AAPL,118.13
2026-01-17T14:40:53.854074,AAPL,114.04
2026-01-17T14:40:53.864173,AAPL,111.67
2026-01-17T14:40:53.874897,AAPL,110.78
2026-01-17T14:40:53.885159,AAPL,111.25
2026-01-17T14:40:53.895298,AAPL,110.45
2026-01-17T14:40:53.905400,AAPL,109.89
2026-01-17T14:40:53.915896,AAPL,113.77
2026-01-17T14:40:53.926221,AAPL,112.0
2026-01-17T14:40:53.936306,AAPL,113.69
2026-01-17T14:40:53.946824,AAPL,114.9
2026-01-17T14:40:53.957622,AAPL,112.69
2026-01-17T14:40:53.968203,AAPL,112.55
2026-01-17T14:40:53.978488,AAPL,112.35
2026-01-17T14:40:53.988563,AAPL,111.93
2026-01-17T14:40:53.998718,AAPL,109.12
2026-01-17T14:40:54.009149,AAPL,107.58
2026-01-17T14:40:54.019269,AAPL,109.33
2026-01-17T14:40:54.029667,AAPL,106.1
2026-01-17T14:40:54.040031,AAPL,105.61
2026-01-17T14:40:54.050169,AAPL,110.2
2026-01-17T14:40:54.060481,AAPL,108.42
2026-01-17T14:40:54.070711,AAPL,107.24
2026-01-17T14:40:54.081819,AAPL,106.31
2026-01-17T14:40:54.091942,AAPL,105.94
2026-01-17T14:40:54.102167,AAPL,105.17
2026-01-17T14:40:54.112244,AAPL,103.48
2026-01-17T14:40:54.122837,AAPL,102.45
2026-01-17T14:40:54.132965,AAPL,98.39
2026-01-17T14:40:54.143137,AAPL,95.08
2026-01-17T14:40:54.154107,AAPL,94.04
2026-01-17T14:40:54.164638,AAPL,93.08
2026-01-17T14:40:54.174848,AAPL,88.58
2026-01-17T14:40:54.185036,AAPL,84.64
2026-01-17T14:40:54.195566,AAPL,83.7
2026-01-17T14:40:54.205771,AAPL,86.44
2026-01-17T14:40:54.215972,AAPL,85.42
2026-01-17T14:40:54.226523,AAPL,85.99
2026-01-17T14:40:54.237308,AAPL,87.69
2026-01-17T14:40:54.248180,AAPL,88.81
2026-01-17T14:40:54.258664,AAPL,88.96
2026-01-17T14:40:54.269188,AAPL,88.48
2026-01-17T14:40:54.279270,AAPL,89.11
2026-01-17T14:40:54.289390,AAPL,88.48
2026-01-17T14:40:54.299518,AAPL,90.16
2026-01-17T14:40:54.310185,AAPL,91.6
2026-01-17T14:40:54.320721,AAPL,89.69
2026-01-17T14:40:54.330975,AAPL,89.73
2026-01-17T14:40:54.341365,AAPL,88.46
2026-01-17T14:40:54.351903,AAPL,93.81
2026-01-17T14:40:54.362243,AAPL,93.18
2026-01-17T14:40:54.372359,AAPL,94.66
2026-01-17T14:40:54.382543,AAPL,93.9
2026-01-17T14:40:54.392638,AAPL,94.43
2026-01-17T14:40:54.403270,AAPL,95.56
2026-01-17T14:40:54.413805,AAPL,96.78
2026-01-17T14:40:54.424014,AAPL,97.53
2026-01-17T14:40:54.434313,AAPL,101.37
2026-01-17T14:40:54.444682,AAPL,101.72
2026-01-17T14:40:54.454865,AAPL,101.1
2026-01-17T14:40:54.465378,AAPL,100.84
2026-01-17T14:40:54.475473,AAPL,100.87
2026-01-17T14:40:54.486584,AAPL,98.02
2026-01-17T14:40:54.497225,AAPL,101.17
2026-01-17T14:40:54.507668,AAPL,100.45
2026-01-17T14:40:54.518193,AAPL,100.72
2026-01-17T14:40:54.528368,AAPL,103.18
2026-01-17T14:40:54.538775,AAPL,103.22
2026-01-17T14:40:54.548923,AAPL,104.78
2026-01-17T14:40:54.559361,AAPL,103.37
2026-01-17T14:40:54.569508,AAPL,104.08
2026-01-17T14:40:54.579704,AAPL,104.65
2026-01-17T14:40:54.590124,AAPL,103.96
2026-01-17T14:40:54.600449,AAPL,103.97
2026-01-17T14:40:54.610791,AAPL,106.49
2026-01-17T14:40:54.621191,AAPL,108.3
2026-01-17T14:40:54.631386,AAPL,112.07
2026-01-17T14:40:54.641536,AAPL,111.76
2026-01-17T14:40:54.651721,AAPL,113.62
2026-01-17T14:40:54.661804,AAPL,111.95
2026-01-17T14:40:54.672415,AAPL,112.19
2026-01-17T14:40:54.682633,AAPL,115.53
2026-01-17T14:40:54.693060,AAPL,118.84
2026-01-17T14:40:54.703261,AAPL,119.97
2026-01-17T14:40:54.713504,AAPL,123.36
2026-01-17T14:40:54.724209,AAPL,124.79
2026-01-17T14:40:54.734392,AAPL,125.14
2026-01-17T14:40:54.744555,AAPL,121.44
2026-01-17T14:40:54.755138,AAPL,118.1
2026-01-17T14:40:54.765335,AAPL,117.72
2026-01-17T14:40:54.775418,AAPL,119.42
2026-01-17T14:40:54.785732,AAPL,116.73
2026-01-17T14:40:54.795872,AAPL,117.28
2026-01-17T14:40:54.806080,AAPL,116.61
2026-01-17T14:40:54.816507,AAPL,116.94
2026-01-17T14:40:54.826596,AAPL,116.3
2026-01-17T14:40:54.836881,AAPL,117.89
2026-01-17T14:40:54.847137,AAPL,118.06
2026-01-17T14:40:54.857219,AAPL,122.47
2026-01-17T14:40:54.867285,AAPL,123.66
2026-01-17T14:40:54.877477,AAPL,126.99
2026-01-17T14:40:54.887586,AAPL,126.87
2026-01-17T14:40:54.897656,AAPL,126.43
2026-01-17T14:40:54.907910,AAPL,127.53
2026-01-17T14:40:54.918041,AAPL,122.4
2026-01-17T14:40:54.928611,AAPL,126.8
2026-01-17T14:40:54.938741,AAPL,129.29
2026-01-17T14:40:54.949215,AAPL,129.97
2026-01-17T14:40:54.959444,AAPL,133.52
2026-01-17T14:40:54.969743,AAPL,133.86
2026-01-17T14:40:54.979836,AAPL,138.72
2026-01-17T14:40:54.990346,AAPL,142.31
2026-01-17T14:40:55.000835,AAPL,138.0
2026-01-17T14:40:55.010916,AAPL,134.51
2026-01-17T14:40:55.021012,AAPL,129.38
2026-01-17T14:40:55.031162,AAPL,127.48
2026-01-17T14:40:55.041421,AAPL,125.56
2026-01-17T14:40:55.051955,AAPL,126.65
2026-01-17T14:40:55.062850,AAPL,125.03
2026-01-17T14:40:55.073479,AAPL,126.59
2026-01-17T14:40:55.083612,AAPL,130.06
2026-01-17T14:40:55.093859,AAPL,132.95
2026-01-17T14:40:55.103928,AAPL,134.59
2026-01-17T14:40:55.114342,AAPL,136.17
2026-01-17T14:40:55.124703,AAPL,139.05
2026-01-17T14:40:55.134807,AAPL,140.35
2026-01-17T14:40:55.144883,AAPL,136.48
2026-01-17T14:40:55.155048,AAPL,134.83
2026-01-17T14:40:55.165184,AAPL,135.96
2026-01-17T14:40:55.175418,AAPL,133.95
2026-01-17T14:40:55.185542,AAPL,134.4
2026-01-17T14:40:55.195624,AAPL,129.96
2026-01-17T14:40:55.205984,AAPL,129.19
2026-01-17T14:40:55.216101,AAPL,131.93
2026-01-17T14:40:55.226692,AAPL,134.25
2026-01-17T14:40:55.237279,AAPL,133.58
2026-01-17T14:40:55.247414,AAPL,131.97
2026-01-17T14:40:55.257808,AAPL,128.03
2026-01-17T14:40:55.268054,AAPL,132.62
2026-01-17T14:40:55.279584,AAPL,129.79
2026-01-17T14:40:55.289690,AAPL,127.8
2026-01-17T14:40:55.299856,AAPL,126.92
2026-01-17T14:40:55.311849,AAPL,127.68
2026-01-17T14:40:55.322020,AAPL,135.04
2026-01-17T14:40:55.332167,AAPL,131.79
2026-01-17T14:40:55.343400,AAPL,129.61
2026-01-17T14:40:55.353997,AAPL,131.42
2026-01-17T14:40:55.364461,AAPL,132.26
2026-01-17T14:40:55.374561,AAPL,132.83
2026-01-17T14:40:55.385025,AAPL,134.37
2026-01-17T14:40:55.395167,AAPL,133.67
2026-01-17T14:40:55.405428,AAPL,133.33
2026-01-17T14:40:55.415508,AAPL,133.24
2026-01-17T14:40:55.425735,AAPL,138.0
2026-01-17T14:40:55.436812,AAPL,141.27
2026-01-17T14:40:55.447264,AAPL,144.78
2026-01-17T14:40:55.457836,AAPL,150.88
2026-01-17T14:40:55.468177,AAPL,151.3
2026-01-17T14:40:55.478630,AAPL,154.33
2026-01-17T14:40:55.488783,AAPL,157.52
2026-01-17T14:40:55.499676,AAPL,157.56
2026-01-17T14:40:55.509899,AAPL,157.36
2026-01-17T14:40:55.520110,AAPL,152.15
2026-01-17T14:40:55.531343,AAPL,155.26
2026-01-17T14:40:55.541493,AAPL,151.28
2026-01-17T14:40:55.551802,AAPL,151.59
2026-01-17T14:40:55.562477,AAPL,151.23
2026-01-17T14:40:55.573021,AAPL,150.71
2026-01-17T14:40:55.583145,AAPL,151.99
2026-01-17T14:40:55.595023,AAPL,152.34
2026-01-17T14:40:55.605862,AAPL,152.14
2026-01-17T14:40:55.615986,AAPL,155.54
2026-01-17T14:40:55.626731,AAPL,159.55
2026-01-17T14:40:55.636840,AAPL,155.87
2026-01-17T14:40:55.647352,AAPL,156.01
2026-01-17T14:40:55.657605,AAPL,154.25
2026-01-17T14:40:55.668030,AAPL,158.09
2026-01-17T14:40:55.678115,AAPL,157.04
2026-01-17T14:40:55.688454,AAPL,156.97
2026-01-17T14:40:55.698711,AAPL,161.3
2026-01-17T14:40:55.708905,AAPL,164.82
2026-01-17T14:40:55.719618,AAPL,169.7
2026-01-17T14:40:55.729763,AAPL,168.68
2026-01-17T14:40:55.739880,AAPL,167.34
2026-01-17T14:40:55.750047,AAPL,167.15
2026-01-17T14:40:55.760592,AAPL,165.07
2026-01-17T14:40:55.771110,AAPL,161.01
2026-01-17T14:40:55.781351,AAPL,162.5
2026-01-17T14:40:55.791955,AAPL,164.39
2026-01-17T14:40:55.802351,AAPL,162.25
2026-01-17T14:40:55.812505,AAPL,161.44
2026-01-17T14:40:55.822666,AAPL,165.62
2026-01-17T14:40:55.832860,AAPL,164.52
2026-01-17T14:40:55.843830,AAPL,160.2
2026-01-17T14:40:55.854549,AAPL,163.99
2026-01-17T14:40:55.864737,AAPL,162.49
2026-01-17T14:40:55.875081,AAPL,163.65
2026-01-17T14:40:55.885452,AAPL,164.61
2026-01-17T14:40:55.895558,AAPL,167.17
2026-01-17T14:40:55.906096,AAPL,161.42
2026-01-17T14:40:55.916686,AAPL,168.49
2026-01-17T14:40:55.927097,AAPL,173.5
2026-01-17T14:40:55.937176,AAPL,176.52
2026-01-17T14:40:55.947705,AAPL,174.2
2026-01-17T14:40:55.958527,AAPL,170.09
2026-01-17T14:40:55.969045,AAPL,169.09
2026-01-17T14:40:55.979248,AAPL,162.66
2026-01-17T14:40:55.989339,AAPL,164.59
2026-01-17T14:40:55.999891,AAPL,160.21
2026-01-17T14:40:56.010564,AAPL,160.22
2026-01-17T14:40:56.020732,AAPL,159.94
2026-01-17T14:40:56.030828,AAPL,159.55
2026-01-17T14:40:56.041074,AAPL,161.6
2026-01-17T14:40:56.051272,AAPL,160.58
2026-01-17T14:40:56.061449,AAPL,158.23
2026-01-17T14:40:56.072080,AAPL,160.64
2026-01-17T14:40:56.082546,AAPL,157.38
2026-01-17T14:40:56.093013,AAPL,160.46
2026-01-17T14:40:56.103471,AAPL,163.43
2026-01-17T14:40:56.113612,AAPL,161.34
2026-01-17T14:40:56.125611,AAPL,162.77
2026-01-17T14:40:56.136020,AAPL,161.62
2026-01-17T14:40:56.146559,AAPL,162.52
2026-01-17T14:40:56.156685,AAPL,158.72
2026-01-17T14:40:56.166813,AAPL,157.09
2026-01-17T14:40:56.177167,AAPL,152.44
2026-01-17T14:40:56.187666,AAPL,150.7
2026-01-17T14:40:56.197820,AAPL,146.98
2026-01-17T14:40:56.207929,AAPL,141.55
2026-01-17T14:40:56.218305,AAPL,145.39
2026-01-17T14:40:56.228407,AAPL,144.3
2026-01-17T14:40:56.238676,AAPL,145.17
2026-01-17T14:40:56.248927,AAPL,148.36
2026-01-17T14:40:56.259439,AAPL,153.94
2026-01-17T14:40:56.269865,AAPL,153.8
2026-01-17T14:40:56.280925,AAPL,152.27
2026-01-17T14:40:56.291052,AAPL,147.54
2026-01-17T14:40:56.301351,AAPL,149.73
2026-01-17T14:40:56.311574,AAPL,149.44
2026-01-17T14:40:56.322153,AAPL,152.85
2026-01-17T14:40:56.332256,AAPL,154.95
2026-01-17T14:40:56.343130,AAPL,156.11
2026-01-17T14:40:56.353282,AAPL,155.32
2026-01-17T14:40:56.363807,AAPL,153.96
2026-01-17T14:40:56.374093,AAPL,154.68
2026-01-17T14:40:56.384666,AAPL,155.43
2026-01-17T14:40:56.395236,AAPL,156.65
2026-01-17T14:40:56.405833,AAPL,152.17
2026-01-17T14:40:56.415923,AAPL,157.66
2026-01-17T14:40:56.426027,AAPL,161.77
2026-01-17T14:40:56.436566,AAPL,158.08
2026-01-17T14:40:56.447170,AAPL,160.01
2026-01-17T14:40:56.457336,AAPL,160.65
2026-01-17T14:40:56.467416,AAPL,162.41
2026-01-17T14:40:56.477567,AAPL,160.57
2026-01-17T14:40:56.488065,AAPL,162.74
2026-01-17T14:40:56.498146,AAPL,162.65
2026-01-17T14:40:56.508851,AAPL,160.12
2026-01-17T14:40:56.519196,AAPL,154.24
2026-01-17T14:40:56.529739,AAPL,153.13
2026-01-17T14:40:56.540106,AAPL,144.3
2026-01-17T14:40:56.550592,AAPL,149.17
2026-01-17T14:40:56.561123,AAPL,142.84
2026-01-17T14:40:56.571201,AAPL,140.15
2026-01-17T14:40:56.581509,AAPL,139.11
2026-01-17T14:40:56.591771,AAPL,139.1
2026-01-17T14:40:56.602194,AAPL,140.81
2026-01-17T14:40:56.612316,AAPL,138.71
2026-01-17T14:40:56.623701,AAPL,138.87
2026-01-17T14:40:56.633845,AAPL,137.82
2026-01-17T14:40:56.644356,AAPL,144.44
2026-01-17T14:40:56.656081,AAPL,147.08
2026-01-17T14:40:56.666887,AAPL,148.4
2026-01-17T14:40:56.677631,AAPL,149.95
2026-01-17T14:40:56.688189,AAPL,151.59
2026-01-17T14:40:56.698985,AAPL,156.24
2026-01-17T14:40:56.709923,AAPL,154.07
2026-01-17T14:40:56.720318,AAPL,147.77
2026-01-17T14:40:56.731190,AAPL,146.47
2026-01-17T14:40:56.741853,AAPL,141.88
2026-01-17T14:40:56.752970,AAPL,139.06
2026-01-17T14:40:56.763615,AAPL,135.1
2026-01-17T14:40:56.774416,AAPL,137.23
2026-01-17T14:40:56.785128,AAPL,137.05
2026-01-17T14:40:56.795980,AAPL,137.72
2026-01-17T14:40:56.806737,AAPL,140.78
2026-01-17T14:40:56.817849,AAPL,139.96
2026-01-17T14:40:56.829179,AAPL,139.78
2026-01-17T14:40:56.839824,AAPL,140.95
2026-01-17T14:40:56.850616,AAPL,145.19
2026-01-17T14:40:56.861170,AAPL,144.48
2026-01-17T14:40:56.872146,AAPL,140.7
2026-01-17T14:40:56.883190,AAPL,138.72
2026-01-17T14:40:56.893850,AAPL,135.94
2026-01-17T14:40:56.904537,AAPL,137.84
2026-01-17T14:40:56.915297,AAPL,136.74
2026-01-17T14:40:56.926084,AAPL,136.16
2026-01-17T14:40:56.936441,AAPL,137.75
2026-01-17T14:40:56.947121,AAPL,140.78
2026-01-17T14:40:56.958196,AAPL,138.06
2026-01-17T14:40:56.969906,AAPL,142.44
2026-01-17T14:40:56.980579,AAPL,139.96
2026-01-17T14:40:56.991336,AAPL,138.78
2026-01-17T14:40:57.001741,AAPL,136.96
2026-01-17T14:40:57.012875,AAPL,136.83
2026-01-17T14:40:57.024022,AAPL,137.98
2026-01-17T14:40:57.034943,AAPL,136.88
2026-01-17T14:40:57.045854,AAPL,136.0
2026-01-17T14:40:57.056893,AAPL,138.87
2026-01-17T14:40:57.067505,AAPL,132.05
2026-01-17T14:40:57.078124,AAPL,134.5
2026-01-17T14:40:57.089360,AAPL,131.81
2026-01-17T14:40:57.100127,AAPL,130.23
2026-01-17T14:40:57.111566,AAPL,134.05
2026-01-17T14:40:57.122232,AAPL,136.53
2026-01-17T14:40:57.132916,AAPL,138.25
2026-01-17T14:40:57.143298,AAPL,139.47
2026-01-17T14:40:57.154407,AAPL,142.23
2026-01-17T14:40:57.165150,AAPL,145.44
2026-01-17T14:40:57.176789,AAPL,145.58
2026-01-17T14:40:57.187635,AAPL,142.39
2026-01-17T14:40:57.198284,AAPL,138.92
2026-01-17T14:40:57.209335,AAPL,143.86
2026-01-17T14:40:57.220879,AAPL,144.5
2026-01-17T14:40:57.231751,AAPL,146.4
2026-01-17T14:40:57.242553,AAPL,148.78
2026-01-17T14:40:57.253146,AAPL,145.66
2026-01-17T14:40:57.263665,AAPL,141.12
2026-01-17T14:40:57.274336,AAPL,140.26
2026-01-17T14:40:57.284608,AAPL,142.51
2026-01-17T14:40:57.295357,AAPL,145.45
2026-01-17T14:40:57.306034,AAPL,141.96
2026-01-17T14:40:57.316571,AAPL,144.78
2026-01-17T14:40:57.326874,AAPL,146.4
2026-01-17T14:40:57.337554,AAPL,147.24
2026-01-17T14:40:57.348634,AAPL,146.88
2026-01-17T14:40:57.359320,AAPL,143.95
2026-01-17T14:40:57.369826,AAPL,145.08
2026-01-17T14:40:57.380316,AAPL,144.29
2026-01-17T14:40:57.391068,AAPL,141.83
2026-01-17T14:40:57.401738,AAPL,138.31
2026-01-17T14:40:57.412417,AAPL,140.39
2026-01-17T14:40:57.426522,AAPL,139.0
2026-01-17T14:40:57.440235,AAPL,138.42
2026-01-17T14:40:57.452693,AAPL,142.97
2026-01-17T14:40:57.462924,AAPL,147.48
2026-01-17T14:40:57.473518,AAPL,145.66
2026-01-17T14:40:57.483680,AAPL,148.28
2026-01-17T14:40:57.493837,AAPL,146.73
2026-01-17T14:40:57.504078,AAPL,151.96
2026-01-17T14:40:57.514493,AAPL,151.26
2026-01-17T14:40:57.524659,AAPL,155.65
2026-01-17T14:40:57.535116,AAPL,152.6
2026-01-17T14:40:57.545633,AAPL,156.12
2026-01-17T14:40:57.555930,AAPL,158.86
2026-01-17T14:40:57.566573,AAPL,157.27
2026-01-17T14:40:57.576866,AAPL,158.92
2026-01-17T14:40:57.587020,AAPL,158.24
2026-01-17T14:40:57.597604,AAPL,156.1
2026-01-17T14:40:57.607838,AAPL,160.77
2026-01-17T14:40:57.618466,AAPL,164.16
2026-01-17T14:40:57.628852,AAPL,168.41
2026-01-17T14:40:57.639057,AAPL,170.93
2026-01-17T14:40:57.649759,AAPL,170.0
2026-01-17T14:40:57.660124,AAPL,167.43
2026-01-17T14:40:57.670794,AAPL,163.02
2026-01-17T14:40:57.680884,AAPL,163.31
2026-01-17T14:40:57.691163,AAPL,162.54
2026-01-17T14:40:57.701361,AAPL,160.1
2026-01-17T14:40:57.711939,AAPL,160.48
2026-01-17T14:40:57.722287,AAPL,159.73
2026-01-17T14:40:57.732463,AAPL,159.48
2026-01-17T14:40:57.742668,AAPL,163.05
2026-01-17T14:40:57.752845,AAPL,165.47
2026-01-17T14:40:57.763010,AAPL,163.6
2026-01-17T14:40:57.773454,AAPL,163.35
2026-01-17T14:40:57.783878,AAPL,160.05
2026-01-17T14:40:57.794362,AAPL,162.42
2026-01-17T14:40:57.804448,AAPL,163.85
2026-01-17T14:40:57.815009,AAPL,160.47
2026-01-17T14:40:57.825201,AAPL,153.12
2026-01-17T14:40:57.835687,AAPL,153.49
2026-01-17T14:40:57.846212,AAPL,149.55
2026-01-17T14:40:57.856397,AAPL,147.88
2026-01-17T14:40:57.867058,AAPL,152.5
2026-01-17T14:40:57.877515,AAPL,156.86
2026-01-17T14:40:57.888244,AAPL,160.17
2026-01-17T14:40:57.898358,AAPL,154.97
2026-01-17T14:40:57.908595,AAPL,160.22
2026-01-17T14:40:57.918948,AAPL,162.62
2026-01-17T14:40:57.929535,AAPL,161.83
2026-01-17T14:40:57.940075,AAPL,164.2
2026-01-17T14:40:57.950271,AAPL,170.67
2026-01-17T14:40:57.960644,AAPL,168.57
2026-01-17T14:40:57.970898,AAPL,172.95
2026-01-17T14:40:57.981002,AAPL,174.73
2026-01-17T14:40:57.991493,AAPL,175.57
2026-01-17T14:40:58.001779,AAPL,175.5
2026-01-17T14:40:58.012032,AAPL,175.54
2026-01-17T14:40:58.022481,AAPL,180.06
2026-01-17T14:40:58.032913,AAPL,174.23
2026-01-17T14:40:58.043504,AAPL,172.88
2026-01-17T14:40:58.053665,AAPL,172.62
2026-01-17T14:40:58.063760,AAPL,167.29
2026-01-17T14:40:58.074344,AAPL,168.19
2026-01-17T14:40:58.084632,AAPL,174.82
2026-01-17T14:40:58.095249,AAPL,177.59
2026-01-17T14:40:58.105419,AAPL,178.89
2026-01-17T14:40:58.115802,AAPL,178.53
2026-01-17T14:40:58.126012,AAPL,182.91
2026-01-17T14:40:58.136195,AAPL,176.4
2026-01-17T14:40:58.146282,AAPL,179.25
